Filename,Original,Translate
trad_divina_commedia_inferno_5_1.csv,s  che  l pi  fermo sempre era  l pi  basso.,Sempre in piedi sul piede pi  basso.
trad_divina_commedia_inferno_5_1.csv,"Ed ecco, quasi al cominciar de l erta,","Guarda, all inizio del sentiero ripido,"
trad_divina_commedia_inferno_5_1.csv,"una lonza leggera e presta molto,","Coperto di pelli colorate delle membra,"
trad_divina_commedia_inferno_5_1.csv,che di pel macolato era coverta ,Abbigliato e molto commovente un pantere.
trad_divina_commedia_inferno_5_1.csv,"e non mi si partia dinanzi al volto,","Non allontanarti di nuovo dalla mia faccia,"
trad_divina_commedia_inferno_5_1.csv,"anzi  mpediva tanto il mio cammino,",E quindi blocca la mia continua corsa...
trad_divina_commedia_inferno_5_1.csv,ch i  fui per ritornar pi  volte v lto.,Che mi sono voltato verso la valle piu  spesso.
trad_divina_commedia_inferno_5_1.csv,"Temp era dal principio del mattino,","La mattina c era, il sole stava sorgendo,"
trad_divina_commedia_inferno_5_1.csv,e  l sol montava  n s  con quelle stelle,"Circondato da quelle stelle, come una volta,"
trad_divina_commedia_inferno_5_1.csv,ch eran con lui quando l amor divino,Come l amore di Dio dal nulla desolato
trad_divina_commedia_inferno_5_1.csv,mosse di prima quelle cose belle ,Il bel mondo ha chiamato l essere e la vita 
trad_divina_commedia_inferno_5_1.csv,s  ch a bene sperar m era cagione,Cos  ho avuto motivo di sperare
trad_divina_commedia_inferno_5_1.csv,di quella fiera a la gaetta pelle,Dato da quell animale pelo sereno
trad_divina_commedia_inferno_5_1.csv,l ora del tempo e la dolce stagione ,E con l alba e l anno giovane
trad_divina_commedia_inferno_5_1.csv,ma non s  che paura non mi desse,"Ma non tanto da non aver paura in me,"
trad_divina_commedia_inferno_5_1.csv,la vista che m apparve d un leone.,Quando un leu mi era sembrato terribile.
trad_divina_commedia_inferno_5_1.csv,Questi parea che contra me venisse,"Sembrava che si muovesse contro di me,"
trad_divina_commedia_inferno_5_1.csv,"con la test alta e con rabbiosa fame,","Con la testa alta e la rabbia della fame,"
trad_divina_commedia_inferno_5_1.csv,s  che parea che l aere ne tremesse.,"Cos  che ha spaventato, sembrava, l aria ha eccitato."
trad_divina_commedia_inferno_5_1.csv,"Ed una lupa, che di tutte brame","Anche una lupina, che ha tutto il glutine"
trad_divina_commedia_inferno_5_1.csv,"sembiava carca ne la sua magrezza,","L avidit  per amarezza mi sembrava mostrare,"
trad_divina_commedia_inferno_5_1.csv,"e molte genti f  gi  viver grame,",L ha caricata su molti gravi peccati.
trad_divina_commedia_inferno_5_1.csv,questa mi porse tanto di gravezza,Davanti a questa donna il mio coraggio doveva chinarsi
trad_divina_commedia_inferno_5_1.csv,"con la paura ch uscia di sua vista,","Per paura che mi trema alla vista,"
trad_divina_commedia_inferno_5_1.csv,ch io perdei la speranza de l altezza.,Che ho perso la speranza di salire al diavolo.
trad_divina_commedia_inferno_5_1.csv,"E qual   quei che volontieri acquista,","Come colui che aspira con zelo a vincere,"
trad_divina_commedia_inferno_5_1.csv,"e giugne  l tempo che perder lo face,","Quando perdero  il tempo,"
trad_divina_commedia_inferno_5_1.csv,che  n tutti suoi pensier piange e s attrista ,Vive nella tristezza e nell ansia profonda 
trad_divina_commedia_inferno_5_1.csv,"tal mi fece la bestia sanza pace,",E questo animale mi ha fatto vomitare.
trad_divina_commedia_inferno_5_1.csv,"che, venendomi  ncontro, a poco a poco","Spinto da lui, devo tirarmi indietro"
trad_divina_commedia_inferno_5_1.csv,mi ripigneva l  dove  l sol tace.,Dove non sfuggir  mai il giorno.
trad_divina_commedia_inferno_5_1.csv,"Mentre ch i  rovinava in basso loco,","Quando mi sono schiantato a fondo in fuga,"
trad_divina_commedia_inferno_5_1.csv,dinanzi a li occhi mi si fu offerto,"C era un Wesen l  da riconoscere,"
trad_divina_commedia_inferno_5_1.csv,chi per lungo silenzio parea fioco.,Sembrava che il silenzio fosse troppo lungo.
trad_divina_commedia_inferno_5_1.csv,"Quando vidi costui nel gran diserto,",Chiamai appena potevo confessarlo
trad_divina_commedia_inferno_5_1.csv," di me , gridai a lui,","Nel grande deserto   Oh abbi piet ,"
trad_divina_commedia_inferno_5_1.csv," qual che tu sii, od ombra od omo certo! .","Tu, se tu sei ombra, tu devi essere un uomo. "
trad_divina_commedia_inferno_5_1.csv,"Rispuosemi   Non omo, omo gi  fui,","Egli disse   Non sono, ma ero uomo "
trad_divina_commedia_inferno_5_1.csv,"e li parenti miei furon lombardi,","I Lombardi erano quelli che mi hanno generato,"
trad_divina_commedia_inferno_5_1.csv,mantoani per patr a ambedui.,E tutti e due i Mantuani si lodarono.
trad_divina_commedia_inferno_5_1.csv,"Nacqui, ancor che fosse tardi,","Eh, tardi, i Romani si inchinarono a Giulio,"
trad_divina_commedia_inferno_5_1.csv,e vissi a Roma sotto  l buono Augusto,"Quando vidi la luce, vidi il trono di Augusto,"
trad_divina_commedia_inferno_5_1.csv,nel tempo de li d i falsi e bugiardi.,"Ai tempi degli d i, di quegli inganni."
trad_divina_commedia_inferno_5_1.csv,"Poeta fui, e cantai di quel giusto","Ero Poeta e cantavo il figlio di Anchise,"
trad_divina_commedia_inferno_5_1.csv,"figliuol d Anchise che venne di Troia,","Che Troia fugg , sconfitto dai nemici,"
trad_divina_commedia_inferno_5_1.csv,poi che  l superbo Il  n fu combusto.,"Quando, un tempo cos  orgoglioso, Ilion   caduto nella polvere."
trad_divina_commedia_inferno_5_1.csv,Ma tu perch  ritorni a tanta noia?,E tu tornerai a un tale dolore?
trad_divina_commedia_inferno_5_1.csv,perch  non sali il dilettoso monte,"Che cosa rimane l altezza gioiosa non   il tuo obiettivo,"
trad_divina_commedia_inferno_5_1.csv,ch   principio e cagion di tutta gioia? .,L inizio   e motivo per la piena felicit ? 
trad_divina_commedia_inferno_5_1.csv, Or se  tu quel Virgilio e quella fonte," Cos  sei,  gridai,  sei il Virgil,"
trad_divina_commedia_inferno_5_1.csv,"che spandi di parlar s  largo fiume? ,",La fonte alla quale si e  liberata l energia elettrica ricca del discorso? 
trad_divina_commedia_inferno_5_1.csv,rispuos io lui con vergognosa fronte.,Ho parlato con la vergogna che mi ha colpito la fronte.
trad_divina_commedia_inferno_5_1.csv," O de li altri poeti onore e lume,"," O Onore e luce degli altri artisti,"
trad_divina_commedia_inferno_5_1.csv,vagliami  l lungo studio e  l grande amore,"Mi piacciono tanto, e mi piacciono le lunghe diligenze."
trad_divina_commedia_inferno_5_1.csv,che m ha fatto cercar lo tuo volume.,Che hanno aperto la tua poesia alla mia ricerca.
trad_divina_commedia_inferno_5_1.csv,"Tu se  lo mio maestro e  l mio autore,","Maestro mio, modello, a te spetta il premio,"
trad_divina_commedia_inferno_5_1.csv,tu se  solo colui da cu  io tolsi,"Che ho portato via con uno stile bello,"
trad_divina_commedia_inferno_5_1.csv,lo bello stilo che m ha fatto onore.,Perche  ti ho preso cio  che potevo e so.
trad_divina_commedia_inferno_5_1.csv,Vedi la bestia per cu  io mi volsi ,"Guarda questa bestia, guardami indietro,"
trad_divina_commedia_inferno_5_1.csv,"aiutami da lei, famoso saggio,","Savio famoso, sii la mia casa davanti a lui."
trad_divina_commedia_inferno_5_1.csv,ch ella mi fa tremar le vene e i polsi .,Mi fa tremare il polso e le vene. 
trad_divina_commedia_inferno_5_1.csv," A te convien tenere altro v aggio ,"," Devi andare per un altra strada,"
trad_divina_commedia_inferno_5_1.csv,"rispuose, poi che lagrimar mi vide,","Disse a me, sconfiggendo tutto il dolore,"
trad_divina_commedia_inferno_5_1.csv, se vuo  campar d esto loco selvaggio ," Vuoi fuggire da questo luogo selvaggio,"
trad_divina_commedia_inferno_5_1.csv,"ch  questa bestia, per la qual tu gride,",Perche  questa bestia che ti trafigge di rancore...
trad_divina_commedia_inferno_5_1.csv,"non lascia altrui passar per la sua via,","Non lasciate che alcuno trascini la sua strada,"
trad_divina_commedia_inferno_5_1.csv,ma tanto lo  mpedisce che l uccide ,Impegnate tutti finche  non lo divorano.
trad_divina_commedia_inferno_5_1.csv,"e ha natura s  malvagia e ria,",  di natura malvagia e insidiosa
trad_divina_commedia_inferno_5_1.csv,"che mai non empie la bramosa voglia,","E l avidit  selvaggia non si stanca mai,"
trad_divina_commedia_inferno_5_1.csv,e dopo  l pasto ha pi  fame che pria.,"Si , ogni cibo affievolisce solo la sua fame."
trad_divina_commedia_inferno_5_1.csv,"Molti son li animali a cui s ammoglia,","Con molti animali ci sar  ancora un oblio,"
trad_divina_commedia_inferno_5_1.csv,"e pi  saranno ancora, infin che  l veltro","Finche  non arriva il nobile Dogge, che e  audace..."
trad_divina_commedia_inferno_5_1.csv,"verr , che la far  morir con doglia.",Sta soffocando e cadendo nelle ombre eterne.
trad_divina_commedia_inferno_5_1.csv,"Questi non ciber  terra n  peltro,","Non arder  la loro fame in terra e nel minerale,"
trad_divina_commedia_inferno_5_1.csv,"ma sap enza, amore e virtute,",Ma non mostrer  mai amore e sapienza 
trad_divina_commedia_inferno_5_1.csv,e sua nazion sar  tra feltro e feltro.,"In mezzo a Feltr e Feltro fiorir ,"
trad_divina_commedia_inferno_5_1.csv,Di quella umile Italia fia salute,"Alla salvezza di No , alla gloria e alla felicit ,"
trad_divina_commedia_inferno_5_1.csv,"per cui mor  la vergine Cammilla,","Anche se prima di Camilla per questo paese,"
trad_divina_commedia_inferno_5_1.csv,Eurialo e Turno e Niso di ferute.,"Eurialus, Turnus e Nisus morirono."
trad_divina_commedia_inferno_5_1.csv,"Questi la caccer  per ogne villa,",Non si fermer  finch  non esilier  questa bestia 
trad_divina_commedia_inferno_5_1.csv,"fin che l avr  rimessa ne lo  nferno,",Lo riportera  all inferno.
trad_divina_commedia_inferno_5_1.csv,l  onde  nvidia prima dipartilla.,Da dove l invidia   venuta prima.
trad_divina_commedia_inferno_5_1.csv,Ond io per lo tuo me  penso e discerno,Seguimi per la tua salvezza
trad_divina_commedia_inferno_5_1.csv,"che tu mi segui, e io sar  tua guida,","E il giudizio     Io voglio essere il tuo capo,"
trad_divina_commedia_inferno_5_1.csv,e trarrotti di qui per loco etterno ,E dirigerti in un luogo eterno.
trad_divina_commedia_inferno_5_1.csv,"ove udirai le disperate strida,","L  udrai il santuario della disperazione,"
trad_divina_commedia_inferno_5_1.csv,"vedrai li antichi spiriti dolenti,",Guarderai gli spiriti antichi che supplicano ardentemente
trad_divina_commedia_inferno_5_1.csv,ch a la seconda morte ciascun grida ,Per la seconda morte nel suo lungo castigo.
trad_divina_commedia_inferno_5_1.csv,e vederai color che son contenti,"Allora li vedrai soddisfatti nel Fuoco,"
trad_divina_commedia_inferno_5_1.csv,"nel foco, perch  speran di venire","Perch  sperano in quel coro,"
trad_divina_commedia_inferno_5_1.csv,quando che sia a le beate genti.,Sia quando sia ancora da fare.
trad_divina_commedia_inferno_5_1.csv,"A le quai poi se tu vorrai salire,",E se vuoi arrivare a questo...
trad_divina_commedia_inferno_5_1.csv,anima fia a ci  pi  di me degna ,"Piu  forte di me, apparira  un anima,"
trad_divina_commedia_inferno_5_1.csv,con lei ti lascer  nel mio partire ,Se ne va... Dicevo che era una tua guida.
trad_divina_commedia_inferno_5_1.csv,"ch  quello imperador che l  s  regna,",Poich  colui che governa lass  non lascia nessuno
trad_divina_commedia_inferno_5_1.csv,"perch i  fu  ribellante a la sua legge,","Entra, guidata da me, nella sua citt ,"
trad_divina_commedia_inferno_5_1.csv,non vuol che  n sua citt  per me si vegna.,Perche  non mi unisco ai suoi.
trad_divina_commedia_inferno_5_1.csv,In tutte parti impera e quivi regge ,"Egli governa nello spazio, l    il luogo del governante,"
trad_divina_commedia_inferno_5_1.csv,quivi   la sua citt  e l alto seggio ,Il suo trono e il suo castello a quell altezza.
trad_divina_commedia_inferno_5_1.csv,oh felice colui cu  ivi elegge! .,Salve a colui che ha scelto lass  
trad_divina_commedia_inferno_5_1.csv,"E io a lui   Poeta, io ti richeggio"," O poeta,  ho detto ora a lui,  prego"
trad_divina_commedia_inferno_5_1.csv,"per quello Dio che tu non conoscesti,","Per quell Iddio che tu non conosci,"
trad_divina_commedia_inferno_5_1.csv,"acci  ch io fugga questo male e peggio,","Che questo dolore e peggio io scampano,"
trad_divina_commedia_inferno_5_1.csv,"che tu mi meni l  dov or dicesti,",Portami nei luoghi che hai chiamato...
trad_divina_commedia_inferno_5_1.csv,s  ch io veggia la porta di san Pietro,Cos  che io possa vedere la porta di Pietro
trad_divina_commedia_inferno_5_1.csv,e color cui tu fai cotanto mesti .,E quelli come hai detto esiliati al tormento. 
trad_divina_commedia_inferno_5_1.csv,"Allor si mosse, e io li tenni dietro.","Poi se ne and , e io seguii la sua strada."
trad_divina_commedia_inferno_5_2.csv,"Lo giorno se n andava, e l aere bruno","Il giorno passava, l oscurit  scoppiava,"
trad_divina_commedia_inferno_5_2.csv,toglieva li animai che sono in terra,La notte ripudi  gli esseri della terra
trad_divina_commedia_inferno_5_2.csv,da le fatiche loro  e io sol uno,"Tutto il loro dolore, e io solo mi preparo"
trad_divina_commedia_inferno_5_2.csv,m apparecchiava a sostener la guerra,A me la guerra dura e le lamentele
trad_divina_commedia_inferno_5_2.csv,"s  del cammino e s  de la pietate,","La via e la compassione, e ora la sua immagine"
trad_divina_commedia_inferno_5_2.csv,che ritrarr  la mente che non erra.,Dipinto da un ricordo sicuro.
trad_divina_commedia_inferno_5_2.csv,"O muse, o alto ingegno, or m aiutate ","O Mus, o spirito alto, aiutatemi con mitezza!"
trad_divina_commedia_inferno_5_2.csv,"o mente che scrivesti ci  ch io vidi,","Ricordi quello che hai scritto, quello che ho visto..."
trad_divina_commedia_inferno_5_2.csv,qui si parr  la tua nobilitate.,Qui si vedr  se la tua nobilt    valida.
trad_divina_commedia_inferno_5_2.csv,"Io cominciai   Poeta che mi guidi,"," Ora, poeta,  ho cominciato,  prima che ce ne andiamo,"
trad_divina_commedia_inferno_5_2.csv,"guarda la mia virt  s ell    possente,","Considera la mia forza e la mia bravura,"
trad_divina_commedia_inferno_5_2.csv,prima ch a l alto passo tu mi fidi.,Pu  passare il grande viaggio?
trad_divina_commedia_inferno_5_2.csv,"Tu dici che di Silv o il parente,","Tu dici che il padre di Silvio nel tempo,"
trad_divina_commedia_inferno_5_2.csv,"corruttibile ancora, ad immortale","nel corpo e ancora un essere mortale,"
trad_divina_commedia_inferno_5_2.csv,"secolo and , e fu sensibilmente.",Sii invaso dall immortalit .
trad_divina_commedia_inferno_5_2.csv,"Per , se l avversario d ogne male",Ma poich  l avversario eterno tutto il male
trad_divina_commedia_inferno_5_2.csv,"cortese i fu, pensando l alto effetto",nei suoi empiri per il fondatore di lui
trad_divina_commedia_inferno_5_2.csv,"ch uscir dovea di lui, e  l chi e  l quale","La Madre Roma e l Impero,"
trad_divina_commedia_inferno_5_2.csv,non pare indegno ad omo d intelletto ,"Chiunque abbia dato la sua luce alla ragione,"
trad_divina_commedia_inferno_5_2.csv,ch e  fu de l alma Roma e di suo impero,"Per lo scopo pi  alto,"
trad_divina_commedia_inferno_5_2.csv,ne l empireo ciel per padre eletto ,Che non apparve inestimabile tale grazia.
trad_divina_commedia_inferno_5_2.csv,"la quale e  l quale, a voler dir lo vero,","Roma e il Regno, per proclamare la verit ,"
trad_divina_commedia_inferno_5_2.csv,fu stabilita per lo loco santo,"Sono stati donati, la citt  sana"
trad_divina_commedia_inferno_5_2.csv,u  siede il successor del maggior Piero.,Da motivare per la sede di Petri Folger.
trad_divina_commedia_inferno_5_2.csv,"Per quest andata onde li dai tu vanto,",Attraverso questa gang che gli fai rinominare...
trad_divina_commedia_inferno_5_2.csv,intese cose che furon cagione,Egli riceve il cliente di ci  che vince
trad_divina_commedia_inferno_5_2.csv,di sua vittoria e del papale ammanto.,E posto le basi per il governante guaritore.
trad_divina_commedia_inferno_5_2.csv,"Andovvi poi lo Vas d elez one,",Se l attrezzatura scelta e  arrivata...
trad_divina_commedia_inferno_5_2.csv,per recarne conforto a quella fede,"Cos , nella fede, rafforza il mondo,"
trad_divina_commedia_inferno_5_2.csv,ch   principio a la via di salvazione.,In cui la via della salvezza   iniziata.
trad_divina_commedia_inferno_5_2.csv,"Ma io, perch  venirvi? o chi  l concede?",Ma io... perche ... chi me l ha dato?
trad_divina_commedia_inferno_5_2.csv,"Io non En a, io non Paulo sono ","Eneas non ancora Paul, io, la cui debolezza"
trad_divina_commedia_inferno_5_2.csv,me degno a ci  n  io n  altri  l crede.,"Non io, ne  nessuno ne  io ne  nessuno ne  te ne e  degno."
trad_divina_commedia_inferno_5_2.csv,"Per che, se del venire io m abbandono,","Quando arrivo l  mi affascina,"
trad_divina_commedia_inferno_5_2.csv,temo che la venuta non sia folle.,Temo che la mia venuta sia stolta.
trad_divina_commedia_inferno_5_2.csv,Se  savio  intendi me  ch i  non ragiono .,"Tu, saggio, lo sai meglio di me. "
trad_divina_commedia_inferno_5_2.csv,E qual   quei che disvuol ci  che volle,"E come chi vuole e non vuole, molte cose"
trad_divina_commedia_inferno_5_2.csv,"e per novi pensier cangia proposta,","Riflettete e provate, e sentitevi incestuosi,"
trad_divina_commedia_inferno_5_2.csv,"s  che dal cominciar tutto si tolle,",Quello che ha cominciato   passato 
trad_divina_commedia_inferno_5_2.csv,"tal mi fec  o  n quella oscura costa,",Cos  io  quello che ho leggero e senza vacillare
trad_divina_commedia_inferno_5_2.csv,"perch , pensando, consumai la  mpresa","Ho iniziato, mi sono arreso di nuovo,"
trad_divina_commedia_inferno_5_2.csv,che fu nel cominciar cotanto tosta.,Sconforto dai pensieri mutevoli.
trad_divina_commedia_inferno_5_2.csv," S i  ho ben la parola tua intesa ,"," Ti capisco,  disse l ombra,"
trad_divina_commedia_inferno_5_2.csv,"rispuose del magnanimo quell ombra,", E  cosi  che ti fa sentire spaventata e terrorizzata...
trad_divina_commedia_inferno_5_2.csv, l anima tua   da viltade offesa ,E la codardia sta solo bloccando la tua corsa.
trad_divina_commedia_inferno_5_2.csv,la qual molte f ate l omo ingombra,"Il meglio li rende spesso pentiti dell uomo,"
trad_divina_commedia_inferno_5_2.csv,"s  che d onrata impresa lo rivolve,","Che egli rimbalza da grande atto,"
trad_divina_commedia_inferno_5_2.csv,come falso veder bestia quand ombra.,Come cavalli che si spaventano di falsi.
trad_divina_commedia_inferno_5_2.csv,"Da questa tema acci  che tu ti solve,","Ma non ti prostrare lungo il sentiero,"
trad_divina_commedia_inferno_5_2.csv,dirotti perch io venni e quel ch io  ntesi,Ora senti quello che sento per primo...
trad_divina_commedia_inferno_5_2.csv,nel primo punto che di te mi dolve.,Perche  ho sofferto per te nel mio cuore.
trad_divina_commedia_inferno_5_2.csv,"Io era tra color che son sospesi,","Io, non accolto in inferno e in cielo,"
trad_divina_commedia_inferno_5_2.csv,"e donna mi chiam  beata e bella,","Grid  una donna, cos  beata e cos  bella,"
trad_divina_commedia_inferno_5_2.csv,tal che di comandare io la richiesi.,Che il loro giuramento era degno di me e benvenuto.
trad_divina_commedia_inferno_5_2.csv,Lucevan li occhi suoi pi  che la stella ,"Con gli occhi, come la luce sugli occhi dei cieli"
trad_divina_commedia_inferno_5_2.csv,"e cominciommi a dir soave e piana,","Loro cominciarono contro di me e Ieise,"
trad_divina_commedia_inferno_5_2.csv,"con angelica voce, in sua favella ",E tutti i suoni erano suoni inglesi 
trad_divina_commedia_inferno_5_2.csv," O anima cortese mantoana,","O Spirito, nato una volta ai premi di Mantua,"
trad_divina_commedia_inferno_5_2.csv,"di cui la fama ancor nel mondo dura,","La gloria   durata e durer ,"
trad_divina_commedia_inferno_5_2.csv,"e durer  quanto  l mondo lontana,","Finche  le stelle si muoveranno nel loro cerchio,"
trad_divina_commedia_inferno_5_2.csv,"l amico mio, e non de la ventura,","Amico mio, ma non l amico della felicit , sbagliato"
trad_divina_commedia_inferno_5_2.csv,ne la diserta piaggia   impedito,"Nella natura selvaggia, perch  la follia lo disturbava lungo la strada,"
trad_divina_commedia_inferno_5_2.csv,"s  nel cammin, che v lt   per paura ","Cos  che si volt , confusa dalla paura."
trad_divina_commedia_inferno_5_2.csv,"e temo che non sia gi  s  smarrito,","Gi  ho avuto torto, ho paura, quindi l imbroglione,"
trad_divina_commedia_inferno_5_2.csv,"ch io mi sia tardi al soccorso levata,","Che sono arrivato troppo tardi per proteggermi,"
trad_divina_commedia_inferno_5_2.csv,per quel ch i  ho di lui nel cielo udito.,Dopo quello che ho sentito da lui in Paradiso.
trad_divina_commedia_inferno_5_2.csv,"Or movi, e con la tua parola ornata","Vattene, per mezzo delle tue parole sia la forza,"
trad_divina_commedia_inferno_5_2.csv,"e con ci  c ha mestieri al suo campare,","Con tutto ci  che gli   stato necessario, le sue sofferenze finirono,"
trad_divina_commedia_inferno_5_2.csv,l aiuta s  ch i  ne sia consolata.,E  cosi  che puoi dargli aiuto e tranquillita .
trad_divina_commedia_inferno_5_2.csv,I  son Beatrice che ti faccio andare ,Beatrix  sono io che ti ho mandato 
trad_divina_commedia_inferno_5_2.csv,vegno del loco ove tornar disio ,Mi ha spinto l amore e mi ha parlato della mia parola.
trad_divina_commedia_inferno_5_2.csv,"amor mi mosse, che mi fa parlare.",Vengo dal luogo in cui il mio desiderio si rivolge.
trad_divina_commedia_inferno_5_2.csv,"Quando sar  dinanzi al segnor mio,","E mi trovo l  davanti al mio re,"
trad_divina_commedia_inferno_5_2.csv,di te mi loder  sovente a lui .,Cos  spesso ti loder  e loder 
trad_divina_commedia_inferno_5_2.csv,"Tacette allora, e poi comincia  io ","Parlava e taceva, e io cominciai subito "
trad_divina_commedia_inferno_5_2.csv, O donna di virt  sola per cui,"O donna potente, maestra di sapienti,"
trad_divina_commedia_inferno_5_2.csv,l umana spezie eccede ogne contento,"Attraverso il quale l umanit  supera ogni cosa,"
trad_divina_commedia_inferno_5_2.csv,"di quel ciel c ha minor li cerchi sui,",Che cosa vive in quei cerchi pi  piccoli del cielo!
trad_divina_commedia_inferno_5_2.csv,"tanto m aggrada il tuo comandamento,","Pi  tardi, mi sento a mio agio con i tuoi ordini..."
trad_divina_commedia_inferno_5_2.csv,"che l ubidir, se gi  fosse, m   tardi ",Ho fatto quello che mi hai ordinato di fare.
trad_divina_commedia_inferno_5_2.csv,pi  non t   uo  ch aprirmi il tuo talento.,"Hai detto chiaramente il tuo desiderio,"
trad_divina_commedia_inferno_5_2.csv,Ma dimmi la cagion che non ti guardi,Ma dimmi perch  non ti guardi
trad_divina_commedia_inferno_5_2.csv,de lo scender qua giuso in questo centro,"Spostarsi verso il centro della luce,"
trad_divina_commedia_inferno_5_2.csv,de l ampio loco ove tornar tu ardi .,Dove stavi per tornare.
trad_divina_commedia_inferno_5_2.csv," Da che tu vuo  saver cotanto a dentro,","Se vuoi scoprirlo cosi  profondamente, parla."
trad_divina_commedia_inferno_5_2.csv,"dirotti brievemente , mi rispuose,","L Alto su di esso, lo dir  di recente."
trad_divina_commedia_inferno_5_2.csv, perch i  non temo di venir qua entro.,Non ho paura di questo buio.
trad_divina_commedia_inferno_5_2.csv,Temer si dee di sole quelle cose,"Di fronte a un tale male,   giusto essere timidi,"
trad_divina_commedia_inferno_5_2.csv,c hanno potenza di fare altrui male ,"Che   potente e ci fa facilmente del male,"
trad_divina_commedia_inferno_5_2.csv,"de l altre no, ch  non son paurose.","Non di fronte a questo, con cui non osare nulla."
trad_divina_commedia_inferno_5_2.csv,"I  son fatta da Dio, sua merc , tale,",Dio mi cre  nel suo cappello
trad_divina_commedia_inferno_5_2.csv,"che la vostra miseria non mi tange,","Liberi dalle avversit  che vi circondano,"
trad_divina_commedia_inferno_5_2.csv,n  fiamma d esto  ncendio non m assale.,E non mi prende quell incendio.
trad_divina_commedia_inferno_5_2.csv,Donna   gentil nel ciel che si compiange,Una donna nobile in cielo vede con dolore
trad_divina_commedia_inferno_5_2.csv,"di questo  mpedimento ov  io ti mando,","L ostacolo a cui ti ho mandato,"
trad_divina_commedia_inferno_5_2.csv,s  che duro giudicio l  s  frange.,Non ci vorra  piu  tempo per l incantesimo.
trad_divina_commedia_inferno_5_2.csv,Questa chiese Lucia in suo dimando,Ha implorato di rivolgersi a Lucien 
trad_divina_commedia_inferno_5_2.csv,e disse    Or ha bisogno il tuo fedele,"Il tuo fedele ora ha bisogno di te in un litigio duro,"
trad_divina_commedia_inferno_5_2.csv,"di te, e io a te lo raccomando  .",Ecco perche  ti raccomando di farlo.
