Filename,Original,Translate
trad_divina_commedia_paradiso_4_1.csv,"O divina virt , se mi ti presti","O divina virt , consegnati, che io possa"
trad_divina_commedia_paradiso_4_1.csv,tanto che l ombra del beato regno,"raccontare per lo meno l ombra del regno felice,"
trad_divina_commedia_paradiso_4_1.csv,"segnata nel mio capo io manifesti,",come lo portai impresso nella mia memoria 
trad_divina_commedia_paradiso_4_1.csv,vedra mi al pi  del tuo diletto legno,Mi vedrai salire sull albero diletto
trad_divina_commedia_paradiso_4_1.csv,"venire, e coronarmi de le foglie","e far coronare la mia fronte con il suo fogliame,"
trad_divina_commedia_paradiso_4_1.csv,che la materia e tu mi farai degno.,Il tema e il tuo concorso mi hanno reso degno.
trad_divina_commedia_paradiso_4_1.csv,"S  rade volte, padre, se ne coglie","Possiamo coglierlo cos  poco, o padre,"
trad_divina_commedia_paradiso_4_1.csv,"per tr unfare o cesare o poeta,","per celebrare un Cesare, di un poeta la gloria"
trad_divina_commedia_paradiso_4_1.csv,"colpa e vergogna de l umane voglie,"," Questa   la passione, l obbrobrio e il riscatto ."
trad_divina_commedia_paradiso_4_1.csv,che parturir letizia in su la lieta,che l albero penieno e le sue foglie dovrebbero
trad_divina_commedia_paradiso_4_1.csv,delfica de t  dovria la fronda,"inondare di piacere il cuore del dio di Delfi,"
trad_divina_commedia_paradiso_4_1.csv,"peneia, quando alcun di s  asseta.",Ogni volta che abbiamo cura di vincerli.
trad_divina_commedia_paradiso_4_1.csv,Poca favilla gran fiamma seconda ,La piccola scintilla accende il grande fuoco 
trad_divina_commedia_paradiso_4_1.csv,forse di retro a me con miglior voci,"e forse qualcuno, con una voce pi  abile,"
trad_divina_commedia_paradiso_4_1.csv,si pregher  perch  Cirra risponda.,"Va  a pregare dopo di me, cosi  Cyrrha rispondera ."
trad_divina_commedia_paradiso_4_1.csv,Surge ai mortali per diverse foci,L astro del giorno si alza agli occhi dei mortali
trad_divina_commedia_paradiso_4_1.csv,la lucerna del mondo  ma da quella,su pi  di un orizzonte  ma ne   uno solo
trad_divina_commedia_paradiso_4_1.csv,"che quattro cerchi giugne con tre croci,","a cui si vedono tre croci che escono dai quattro cerchi,"
trad_divina_commedia_paradiso_4_1.csv,con miglior corso e con migliore stella,"dove il suo splendore risplende sotto migliori auspici,"
trad_divina_commedia_paradiso_4_1.csv,"esce congiunta, e la mondana cera","seguendo un corso migliore, che dispone e modello"
trad_divina_commedia_paradiso_4_1.csv,pi  a suo modo tempera e suggella.,pi  alla sua volont  la materia del mondo.
trad_divina_commedia_paradiso_4_1.csv,Fatto avea di l  mane e di qua sera,"E  proprio questo il punto che, facendo questo il giorno,"
trad_divina_commedia_paradiso_4_1.csv,"tal foce, e quasi tutto era l  bianco",portava a casa nostra di notte  e in questo emisfero
trad_divina_commedia_paradiso_4_1.csv,"quello emisperio, e l altra parte nera,","tutto si vestiva di bianco e di nero nel nostro,"
trad_divina_commedia_paradiso_4_1.csv,quando Beatrice in sul sinistro fianco,quando ho visto che ha fatto un giro a sinistra
trad_divina_commedia_paradiso_4_1.csv,vidi rivolta e riguardar nel sole ,"Beatrice rivolse lo sguardo al sole,"
trad_divina_commedia_paradiso_4_1.csv,aguglia s  non li s affisse unquanco.,Molto pi  intensamente di quanto possa fare un aquila.
trad_divina_commedia_paradiso_4_1.csv,E s  come secondo raggio suole,Come si vede sgorgare da un raggio di luce
trad_divina_commedia_paradiso_4_1.csv,"uscir del primo e risalire in suso,","un raggio riflesso che sale verso l alto,"
trad_divina_commedia_paradiso_4_1.csv,"pur come pelegrin che tornar vuole,","come il pellegrino che torna a casa,"
trad_divina_commedia_paradiso_4_1.csv,"cos  de l atto suo, per li occhi infuso","Allo stesso modo, il mio mantenimento riproduce il suo,"
trad_divina_commedia_paradiso_4_1.csv,"ne l imagine mia, il mio si fece,","come nella mia mente entrava con la vista,"
trad_divina_commedia_paradiso_4_1.csv,e fissi li occhi al sole oltre nostr uso.,Io fissai il sole con uno sguardo pi  che umano.
trad_divina_commedia_paradiso_4_1.csv,"Molto   licito l , che qui non lece","Molte cose, lass , che non sono permesse"
trad_divina_commedia_paradiso_4_1.csv,"a le nostre virt , merc  del loco","alla nostra facolt , diventano naturali"
trad_divina_commedia_paradiso_4_1.csv,fatto per proprio de l umana spece.,per la virt  del luogo concepito per il nostro bene.
trad_divina_commedia_paradiso_4_1.csv,"Io nol soffersi molto, n  s  poco,","Ne soffrivo male l aspetto, ma abbastanza comunque"
trad_divina_commedia_paradiso_4_1.csv,"ch io nol vedessi sfavillar dintorno,",per vedere scintillare le schegge che lanciava
trad_divina_commedia_paradiso_4_1.csv,com  ferro che bogliente esce del foco ,come il ferro ardente che si esce dalla fornace.
trad_divina_commedia_paradiso_4_1.csv,e di s bito parve giorno a giorno,"Si sarebbe detto che il giorno moltiplicava il giorno,"
trad_divina_commedia_paradiso_4_1.csv,"essere aggiunto, come quei che puote",Come se all improvviso colui che pu  fare tutto
trad_divina_commedia_paradiso_4_1.csv,avesse il ciel d un altro sole addorno.,Aveva messo sul cielo due soli alla volta.
trad_divina_commedia_paradiso_4_1.csv,Beatrice tutta ne l etterne rote,Beatrice rimase tutta legata
trad_divina_commedia_paradiso_4_1.csv,fissa con li occhi stava  e io in lei,"con il suo sguardo intenso alle sfere eterne,"
trad_divina_commedia_paradiso_4_1.csv,"le luci fissi, di l  s  rimote.","e io, staccandola, lo posavo su di lei"
trad_divina_commedia_paradiso_4_1.csv,"Nel suo aspetto tal dentro mi fei,","e, contemplandola, diventai in me stesso"
trad_divina_commedia_paradiso_4_1.csv,qual si f  Glauco nel gustar de l erba,"come divenne Glauco, quando ebbe assaggiato l erba"
trad_divina_commedia_paradiso_4_1.csv,che  l f  consorto in mar de li altri d i.,che lo rendeva uguale agli altri d i dei mari.
trad_divina_commedia_paradiso_4_1.csv,Trasumanar significar,Tradurre per verba questa metamorfosi
trad_divina_commedia_paradiso_4_1.csv,non si poria  per  l essemplo basti,non sarebbe possibile  e l esempio deve solo
trad_divina_commedia_paradiso_4_1.csv,a cui esper enza grazia serba.,basta a chi la grazia un giorno lo insegner .
trad_divina_commedia_paradiso_4_1.csv,S i  era sol di me quel che creasti,"Amore, tu che reggi il cielo e che mi hai fatto"
trad_divina_commedia_paradiso_4_1.csv,"novellamente, amor che  l ciel governi,","per il tuo effetto, sai se mi resta"
trad_divina_commedia_paradiso_4_1.csv,"tu  l sai, che col tuo lume mi levasti.","altro da me, che il dono della fine."
trad_divina_commedia_paradiso_4_1.csv,Quando la rota che tu sempiterni,Quando la sfera finalmente si muove pi  velocemente
trad_divina_commedia_paradiso_4_1.csv,"desiderato, a s  mi fece atteso","con il desiderio di te, ricord  il mio sguardo"
trad_divina_commedia_paradiso_4_1.csv,"con l armonia che temperi e discerni,","con tutti i suoi accordi che guidi e le regole,"
trad_divina_commedia_paradiso_4_1.csv,parvemi tanto allor del cielo acceso,Vidi incendiare cos  vaste superfici
trad_divina_commedia_paradiso_4_1.csv,"de la fiamma del sol, che pioggia o fiume","con il fuoco del sole, che non c   diluvio"
trad_divina_commedia_paradiso_4_1.csv,lago non fece alcun tanto disteso.,o di fiume che potesse fare un lago cos  grande.
trad_divina_commedia_paradiso_4_1.csv,La novit  del suono e  l grande lume,"Questi accenti sorprendenti, questo immenso splendore"
trad_divina_commedia_paradiso_4_1.csv,di lor cagion m accesero un disio,"mi infiammavano il desiderio di conoscere la loro causa,"
trad_divina_commedia_paradiso_4_1.csv,mai non sentito di cotanto acume.,come mai prima d ora non ne avevo di pi  vivo 
trad_divina_commedia_paradiso_4_1.csv,"Ond ella, che vedea me s  com io,","e lei, che vedeva in me come me stesso,"
trad_divina_commedia_paradiso_4_1.csv,"a qu etarmi l animo commosso,","per placare la sete dell anima, apr  la bocca"
trad_divina_commedia_paradiso_4_1.csv,"pria ch io a dimandar, la bocca aprio",pi  veloce di me per chiederglielo
trad_divina_commedia_paradiso_4_1.csv,e cominci    Tu stesso ti fai grosso,Ed essa cominci    Tu ti smarrisci da solo
trad_divina_commedia_paradiso_4_1.csv,"col falso imaginar, s  che non vedi","con pensieri fuorvianti, che ti impediscono di vedere"
trad_divina_commedia_paradiso_4_1.csv,ci  che vedresti se l avessi scosso.,"Il che sarebbe molto chiaro, se ti divertissi."
trad_divina_commedia_paradiso_4_1.csv,"Tu non se  in terra, s  come tu credi ","Tu non sei sulla terra, come tu supponi "
trad_divina_commedia_paradiso_4_1.csv,"ma folgore, fuggendo il proprio sito,",ma il lampo che scende dal luogo della sua dimora
trad_divina_commedia_paradiso_4_1.csv,non corse come tu ch ad esso riedi .,"  meno pronto a fuggire, che tu non ci torni ."
trad_divina_commedia_paradiso_4_1.csv,S io fui del primo dubbio disvestito,"Se mi sono trovato libero dal primo dubbio,"
trad_divina_commedia_paradiso_4_1.csv,"per le sorrise parolette brevi,","con queste parole cos  brevi, dette con un sorriso,"
trad_divina_commedia_paradiso_4_1.csv,dentro ad un nuovo pi  fu  inretito,Un altro imbarazzava maggiormente la mente.
trad_divina_commedia_paradiso_4_1.csv,e dissi   Gi  contento," Per il mio stupore, gli dissi, torno."
trad_divina_commedia_paradiso_4_1.csv,di grande ammirazion  ma ora ammiro,"Eccomi soddisfatto  ma la mia sorpresa   grande,"
trad_divina_commedia_paradiso_4_1.csv,com io trascenda questi corpi levi .,di vedermi attraversare questi elementi leggeri .
trad_divina_commedia_paradiso_4_1.csv,"Ond ella, appresso d un p o sospiro,","In primo luogo, fece un sospiro di piet ,"
trad_divina_commedia_paradiso_4_1.csv,li occhi drizz  ver  me con quel sembiante,Poi mi guardo con l espressione.
trad_divina_commedia_paradiso_4_1.csv,"che madre fa sovra figlio deliro,","della madre che veglia sul figlio che delira,"
trad_divina_commedia_paradiso_4_1.csv,e cominci    Le cose tutte quante,Poi mi disse   Tutti gli oggetti del mondo
trad_divina_commedia_paradiso_4_1.csv,"hanno ordine tra loro, e questo   forma",hanno un ordine comune  e questo ordine   la forma
trad_divina_commedia_paradiso_4_1.csv,che l universo a Dio fa simigliante.,che fa dell universo un immagine di Dio.
trad_divina_commedia_paradiso_4_1.csv,Qui veggion l alte creature l orma,Gli esseri di lass  trovano l impronta
trad_divina_commedia_paradiso_4_1.csv,"de l etterno valore, il qual   fine","potere eterno, che fa il fine supremo"
trad_divina_commedia_paradiso_4_1.csv,al quale   fatta la toccata norma.,"dove tende la legge di tutti, di cui ho appena parlato."
trad_divina_commedia_paradiso_4_1.csv,Ne l ordine ch io dico sono accline,Anche se tutti gli oggetti che sono in natura
trad_divina_commedia_paradiso_4_1.csv,"tutte nature, per diverse sorti,","dipende da queste leggi, il modo in cui"
trad_divina_commedia_paradiso_4_1.csv,pi  al principio loro e men vicine ,a seconda che siano pi  lontani o pi  vicini alla loro fonte.
trad_divina_commedia_paradiso_4_1.csv,onde si muovono a diversi porti,In questo modo si naviga in porti diversi.
trad_divina_commedia_paradiso_4_1.csv,"per lo gran mar de l essere, e ciascuna","sull oceano dell essere, e ciascuno di essi possiede"
trad_divina_commedia_paradiso_4_1.csv,con istinto a lei dato che la porti.,un istinto che lo guida e che gli   stato dato.
trad_divina_commedia_paradiso_4_1.csv,Questi ne porta il foco inver  la luna ,  lui che fa salire il fuoco fino alla luna 
trad_divina_commedia_paradiso_4_1.csv,questi ne  cor mortali   permotore ,"  lui, dal cuore mortale, il primo dei motori "
trad_divina_commedia_paradiso_4_1.csv,questi la terra in s  stringe e aduna ,Egli   colui che tiene insieme e compone la terra 
trad_divina_commedia_paradiso_4_1.csv,n  pur le creature che son fore,"  lui che, come un arco, lancia nell esistenza"
trad_divina_commedia_paradiso_4_1.csv,"d intelligenza quest arco saetta,",con tutti gli oggetti privi di intelligenza
trad_divina_commedia_paradiso_4_1.csv,ma quelle c hanno intelletto e amore.,tutti gli esseri dotati di intelletto e di amore.
trad_divina_commedia_paradiso_4_1.csv,"La provedenza, che cotanto assetta,","La Provvidenza, che governa il mondo,"
trad_divina_commedia_paradiso_4_1.csv,del suo lume fa  l ciel sempre qu eto,porta con il suo splendore il riposo eterno
trad_divina_commedia_paradiso_4_1.csv,nel qual si volge quel c ha maggior fretta ,nei cieli in cui rotola il pi  veloce 
trad_divina_commedia_paradiso_4_1.csv,"e ora l , come a sito decreto,","ed   qui, come nel luogo previsto,"
trad_divina_commedia_paradiso_4_1.csv,cen porta la virt  di quella corda,che siamo lanciati dalla forza dell arco
trad_divina_commedia_paradiso_4_1.csv,che ci  che scocca drizza in segno lieto.,che tira dritto alla meta le frecce che scocca.
trad_divina_commedia_paradiso_4_1.csv,"Vero   che, come forma non s accorda","  vero, per , che, come spesso accade"
trad_divina_commedia_paradiso_4_1.csv,"molte f ate a l intenzion de l arte,","la forma rimane sorda a proposito dell artista,"
trad_divina_commedia_paradiso_4_1.csv,"perch a risponder la materia   sorda,","che non pu  piegare la materia ai suoi fini,"
trad_divina_commedia_paradiso_4_1.csv,cos  da questo corso si diparte,"Allo stesso modo, a volte l essere pu  discostarsi"
trad_divina_commedia_paradiso_4_1.csv,"talor la creatura, c ha podere","del corso cos  tracciato, poich  ha il potere,"
trad_divina_commedia_paradiso_4_1.csv,"di piegar, cos  pinta, in altra parte ","pur essendo guidato, di inchinarsi altrove"
trad_divina_commedia_paradiso_4_1.csv,e s  come veder si pu  cadere," come invece di salire, il fuoco cade dalle nuvole ,"
trad_divina_commedia_paradiso_4_1.csv,"foco di nube, s  l impeto primo",Se il primo impulso viene deviato
trad_divina_commedia_paradiso_4_1.csv,l atterra torto da falso piacere.,per qualche falso piacere che spinge verso il suolo.
trad_divina_commedia_paradiso_4_1.csv,"Non dei pi  ammirar, se bene stimo,","Se capisci questo, il fatto che cos  sali"
trad_divina_commedia_paradiso_4_1.csv,"lo tuo salir, se non come d un rivo",non   pi  sorprendente del corso di un ruscello
trad_divina_commedia_paradiso_4_1.csv,se d alto monte scende giuso ad imo.,che scende dalle vette al cavo di una valle.
trad_divina_commedia_paradiso_4_1.csv,"Maraviglia sarebbe in te se, privo","La cosa sorprendente sarebbe che, libero dagli ostacoli,"
trad_divina_commedia_paradiso_4_1.csv,"d impedimento, gi  ti fossi assiso,","tu possa rimanere prigioniero della terra,"
trad_divina_commedia_paradiso_4_1.csv,com a terra qu ete in foco vivo .,o che si possa vedere una fiamma immobile .
trad_divina_commedia_paradiso_4_1.csv,Quinci rivolse inver  lo cielo il viso.,Poi volse lo sguardo verso le sfere.
trad_divina_commedia_paradiso_4_2.csv,"O voi che siete in piccioletta barca,","O voi che navigate nelle vostre piccole barche,"
trad_divina_commedia_paradiso_4_2.csv,"desiderosi d ascoltar, seguiti","desiderosi di ascoltarmi, e seguite alla traccia"
trad_divina_commedia_paradiso_4_2.csv,"dietro al mio legno che cantando varca,","la strada della mia navata che avanza cantando,"
trad_divina_commedia_paradiso_4_2.csv,tornate a riveder li vostri liti ,Ora tornate alle vostre rive 
trad_divina_commedia_paradiso_4_2.csv,"non vi mettete in pelago, ch  forse,","non vi azzardate al largo, perch  forse,"
trad_divina_commedia_paradiso_4_2.csv,"perdendo me, rimarreste smarriti.","Vi rimarrete persi, se vi allontanate!"
trad_divina_commedia_paradiso_4_2.csv,L acqua ch io prendo gi  mai non si corse ,Nessuno ha seguito la strada che prendo 
trad_divina_commedia_paradiso_4_2.csv,"Minerva spira, e conducemi Appollo,","Minerva tende la mia vela e Apollo mi guida,"
trad_divina_commedia_paradiso_4_2.csv,e nove Muse mi dimostran l Orse.,E sono le nove sorelle che mi mostrano le Orse.
trad_divina_commedia_paradiso_4_2.csv,Voialtri pochi che drizzaste il collo,"E voi, il piccolo coro di coloro che di buon ora"
trad_divina_commedia_paradiso_4_2.csv,"per tempo al pan de li angeli, del quale",ha teso il collo verso il pane angelico
trad_divina_commedia_paradiso_4_2.csv,"vivesi qui ma non sen vien satollo,","di cui si vive quaggi  senza saziarsi,"
trad_divina_commedia_paradiso_4_2.csv,metter potete ben per l alto sale,"invia con coraggio le tue navate in alto mare,"
trad_divina_commedia_paradiso_4_2.csv,"vostro navigio, servando mio solco","ma avendo cura di seguire la mia scia,"
trad_divina_commedia_paradiso_4_2.csv,dinanzi a l acqua che ritorna equale.,fino a quando sull acqua mobile non viene cancellata.
trad_divina_commedia_paradiso_4_2.csv,Que  glor osi che passaro al Colco,Gli eroi che un tempo si avvicinavano a Colchide
trad_divina_commedia_paradiso_4_2.csv,"non s ammiraron come voi farete,","furono meno stupiti di quanto non lo sarete,"
trad_divina_commedia_paradiso_4_2.csv,quando Ias n vider fatto bifolco.,Dopo aver visto Jason diventare un agricoltore.
trad_divina_commedia_paradiso_4_2.csv,La concreata e perpet a sete,"La sete perpetua, innata nel cuore dell uomo,"
trad_divina_commedia_paradiso_4_2.csv,del de forme regno cen portava,"del regno costruito secondo Dio, ci portava"
trad_divina_commedia_paradiso_4_2.csv,veloci quasi come  l ciel vedete.,veloce come il corso delle stelle.
trad_divina_commedia_paradiso_4_2.csv,"Beatrice in suso, e io in lei guardava ","Beatrice fissava il cielo, io Beatrice "
trad_divina_commedia_paradiso_4_2.csv,e forse in tanto in quanto un quadrel posa,e il tempo pi  o meno che metterebbe una piastrella
trad_divina_commedia_paradiso_4_2.csv,"e vola e da la noce si dischiava,","a lasciare la balestra e a colpire l obiettivo,"
trad_divina_commedia_paradiso_4_2.csv,giunto mi vidi ove mirabil cosa,Giunsero in un punto il cui splendore meraviglioso
trad_divina_commedia_paradiso_4_2.csv,mi torse il viso a s   e per  quella,"mi dava negli occhi  in quel momento questa signora,"
trad_divina_commedia_paradiso_4_2.csv,"cui non potea mia cura essere ascosa,","che conosceva sempre il fondo del mio pensiero,"
trad_divina_commedia_paradiso_4_2.csv,"volta ver  me, s  lieta come bella,","Si volt  verso di me, bella quanto gioiosa "
trad_divina_commedia_paradiso_4_2.csv," Drizza la mente in Dio grata , mi disse,"," Alza il tuo spirito e rendi grazie a Dio,"
trad_divina_commedia_paradiso_4_2.csv, che n ha congiunti con la prima stella .,che ci fa arrivare alla prima stella! 
trad_divina_commedia_paradiso_4_2.csv,Parev a me che nube ne coprisse,"Allora apparve una nuvola che ci rivest ,"
trad_divina_commedia_paradiso_4_2.csv,"lucida, spessa, solida e pulita,","folto e rutilante, abbagliante e dru,"
trad_divina_commedia_paradiso_4_2.csv,quasi adamante che lo sol ferisse.,Come il diamante dove il sole si bagna.
trad_divina_commedia_paradiso_4_2.csv,Per entro s  l etterna margarita,"Questo eterno gioiello ci accolse nel suo seno,"
trad_divina_commedia_paradiso_4_2.csv,"ne ricevette, com acqua recepe",come l onda riceve un raggio di luce
trad_divina_commedia_paradiso_4_2.csv,raggio di luce permanendo unita.,Rimanere allo stesso tempo perfettamente uniti.
trad_divina_commedia_paradiso_4_2.csv,"S io era corpo, e qui non si concepe",Se io fossi corpo  sulla terra non si saprebbe capire
trad_divina_commedia_paradiso_4_2.csv,"com una dimensione altra patio,","che uno spazio tollera un altro spazio in s ,"
trad_divina_commedia_paradiso_4_2.csv,"ch esser convien se corpo in corpo repe,","ci  che deve avvenire, se due corpi si penetrano ,"
trad_divina_commedia_paradiso_4_2.csv,accender ne dovria pi  il disio,Doveva infiammarsi di un desiderio pi  ardente.
trad_divina_commedia_paradiso_4_2.csv,di veder quella essenza in che si vede,di contemplare l essenza in cui si vede
trad_divina_commedia_paradiso_4_2.csv,come nostra natura e Dio s unio.,come la nostra natura   confusa in Dio 
trad_divina_commedia_paradiso_4_2.csv,"L  si vedr  ci  che tenem per fede,",e vedremo lass  ci  che qui crediamo
trad_divina_commedia_paradiso_4_2.csv,"non dimostrato, ma fia per s  noto","senza che lo si sia dimostrato, ma che si offra alla mente,"
trad_divina_commedia_paradiso_4_2.csv,a guisa del ver primo che l uom crede.,Cos  come si crede ai principi primi.
trad_divina_commedia_paradiso_4_2.csv,"Io rispuosi   Madonna, s  devoto","Risposi   Mia signora, anche devotamente"
trad_divina_commedia_paradiso_4_2.csv,"com esser posso pi , ringrazio lui","che egli   in mio potere, io rendo grazie a colui che"
trad_divina_commedia_paradiso_4_2.csv,lo qual dal mortal mondo m ha remoto.,che mi separa cos  dal mondo dei mortali.
trad_divina_commedia_paradiso_4_2.csv,Ma ditemi  che son li segni bui,"Ditemi, per , che cosa sono queste macchie scure"
trad_divina_commedia_paradiso_4_2.csv,"di questo corpo, che l  giuso in terra","che si vede su questo corpo e che laggi , sulla terra,"
trad_divina_commedia_paradiso_4_2.csv,fan di Cain favoleggiare altrui? .,Hanno fatto credere alla favola dove si chiama Caino? .
trad_divina_commedia_paradiso_4_2.csv,"Ella sorrise alquanto, e poi  S elli erra","Sorrise un po , poi disse   Se dei mortali"
trad_divina_commedia_paradiso_4_2.csv,"l oppin on , mi disse,  d i mortali","Il ragionamento corre verso l errore, ogni volta"
trad_divina_commedia_paradiso_4_2.csv,"dove chiave di senso non diserra,","che non pu  servirsi della chiave dei cinque sensi,"
trad_divina_commedia_paradiso_4_2.csv,certo non ti dovrien punger li strali,"Ora, invece, la punta delle sorprese."
trad_divina_commedia_paradiso_4_2.csv,"d ammirazione omai, poi dietro ai sensi",deve smussarsi per te  vedi che la ragione
trad_divina_commedia_paradiso_4_2.csv,vedi che la ragione ha corte l ali.,che servono i sensi con le ali troppo corte.
trad_divina_commedia_paradiso_4_2.csv,Ma dimmi quel che tu da te ne pensi .,Fammi vedere prima come te lo spieghi! .
trad_divina_commedia_paradiso_4_2.csv,E io   Ci  che n appar qua s  diverso," Gli aspetti diversi che vi si trovano, dico,"
trad_divina_commedia_paradiso_4_2.csv,credo che fanno i corpi rari e densi .,"Sono l effetto, secondo me, dei corpi pi  o meno densi ."
trad_divina_commedia_paradiso_4_2.csv,Ed ella   Certo assai vedrai sommerso,Lei dice   Vedrai che la tua opinione
trad_divina_commedia_paradiso_4_2.csv,"nel falso il creder tuo, se bene ascolti","  caduto nell errore, se tu segui con cura"
trad_divina_commedia_paradiso_4_2.csv,l argomentar ch io li far  avverso.,La mia esposizione di argomentazioni contrarie.
trad_divina_commedia_paradiso_4_2.csv,La spera ottava vi dimostra molti,Nell ottava sfera si osserva un gran numero di
trad_divina_commedia_paradiso_4_2.csv,"lumi, li quali e nel quale e nel quanto","di stelle, di cui si vede bene che, per la qualit "
trad_divina_commedia_paradiso_4_2.csv,notar si posson di diversi volti.,"Come per la grandezza, l aspetto   diverso."
trad_divina_commedia_paradiso_4_2.csv,"Se raro e denso ci  facesser tanto,","Se il raro o il denso ne fossero la causa,"
trad_divina_commedia_paradiso_4_2.csv,"una sola virt  sarebbe in tutti,","in tutti si troverebbe una sola virt ,"
trad_divina_commedia_paradiso_4_2.csv,pi  e men distributa e altrettanto.,"pi  nell uno, meno nell altro, o allo stesso modo."
trad_divina_commedia_paradiso_4_2.csv,Virt  diverse esser convegnon frutti,Ma necessariamente virt  diverse
trad_divina_commedia_paradiso_4_2.csv,"di princ pi formali, e quei, for ch uno,",i diversi principi formali danno prova 
trad_divina_commedia_paradiso_4_2.csv,seguiterieno a tua ragion distrutti.,Nel tuo ragionamento ne rimane solo uno.
trad_divina_commedia_paradiso_4_2.csv,"Ancor, se raro fosse di quel bruno",Se la densit    stata la causa delle macchie
trad_divina_commedia_paradiso_4_2.csv,"cagion che tu dimandi, o d oltre in parte","che vuoi spiegarti, ne consegue che questo astro"
trad_divina_commedia_paradiso_4_2.csv,fora di sua materia s  digiuno,sarebbe in parte privato della sua materia 
trad_divina_commedia_paradiso_4_2.csv,"esto pianeto, o, s  come comparte","o, come quei corpi in cui si trova allo stesso tempo,"
trad_divina_commedia_paradiso_4_2.csv,"lo grasso e  l magro un corpo, cos  questo","il grasso con il magro, sarebbe un volume"
trad_divina_commedia_paradiso_4_2.csv,nel suo volume cangerebbe carte.,"formato, a seconda del luogo, da pi  o meno foglie."
trad_divina_commedia_paradiso_4_2.csv,"Se  l primo fosse, fora manifesto","Se il primo fosse, sarebbe manifesto."
trad_divina_commedia_paradiso_4_2.csv,"ne l eclissi del sol, per trasparere",nelle eclissi  durante i raggi del sole
trad_divina_commedia_paradiso_4_2.csv,lo lume come in altro raro ingesto.,Attraversando lo spazio cos  rarefatto.
trad_divina_commedia_paradiso_4_2.csv,Questo non    per    da vedere,Non   cos   vediamo dunque l altro caso 
trad_divina_commedia_paradiso_4_2.csv,"de l altro  e s elli avvien ch io l altro cassi,","e se posso dimostrare che non   meglio fondato,"
trad_divina_commedia_paradiso_4_2.csv,falsificato fia lo tuo parere.,Ne consegue che le tue ragioni sono false.
trad_divina_commedia_paradiso_4_2.csv,"S elli   che questo raro non trapassi,","Dal momento che la luce non forma un buco,"
trad_divina_commedia_paradiso_4_2.csv,esser conviene un termine da onde,Ne consegue che esiste un punto in cui il suo contrario
trad_divina_commedia_paradiso_4_2.csv,lo suo contrario pi  passar non lassi ,Alla fine gli impedisce di spingersi oltre.
trad_divina_commedia_paradiso_4_2.csv,e indi l altrui raggio si rifonde,"e respinge a sua volta i raggi del sole,"
trad_divina_commedia_paradiso_4_2.csv,cos  come color torna per vetro,"come il cristallo riflette i colori,"
trad_divina_commedia_paradiso_4_2.csv,lo qual di retro a s  piombo nasconde.,quando   stato fatto raddoppiare da uno strato di piombo.
trad_divina_commedia_paradiso_4_2.csv,Or dirai tu ch el si dimostra tetro,"Potresti replicare che, se alcuni raggi"
